DBA,ZIP,TYPE,CITY,YEAR_FIRST,YEAR_LAST,MONTH_FIRST,MONTH_LAST
THE CLONE STORE,80219.0,"Med, Rec",Denver,2014,2015,12,8
THE COLFAX POT SHOP,80218.0,"Med, Rec",Denver,2015,2022,12,6
THE COLORADO CANNABIS CABIN,81230.0,Rec,Gunnison,2016,2018,9,9
THE COLORADO CANNIBIS CABIN,81230.0,Rec,Gunnison,2016,2016,3,4
THE COLORADO GROW COMPANY,81301.0,"Med, Rec",Durango,2014,2022,12,12
THE CORNER CO,80905.0,Med,Colorado Springs,2020,2022,2,8
THE CROWN,80907.0,Med,Colorado Springs,2015,2019,12,3
THE CULTURED CANNABIS CO,81328.0,Rec,Mancos,2021,2022,4,6
THE DAB BY NEXT HARVEST,80219.0,"Med, Rec",Denver,2016,2020,11,2
THE DAB BY SILVERPEAK,80027.0,Rec,Louisville,2021,2022,2,4
THE DAB BY SILVERPEAK - DOWNTOWN,80205.0,"Med, Rec",Denver,2020,2022,9,12
THE DAB BY SILVERPEAK - LOUISVILLE COURTESY ROAD,80027.0,Rec,Louisville,2022,2022,5,12
THE DAB BY SILVERPEAK - LOUSIVILLE DILLON ROAD,80027.0,Rec,Louisville,2022,2022,3,12
THE DAB BY SILVERPEAK - ORIGINAL,80219.0,Rec,Denver,2020,2022,9,12
THE DANDELION,80302.0,Med,Boulder,2014,2022,12,12
THE DANKERY,80907.0,Med,Colorado Springs,2015,2020,12,11
THE DELTA 9 DEPOT,81301.0,Rec,Durango,2017,2018,9,9
THE DISPENSARY,80120.0,Med,Littleton,2021,2021,2,11
THE DISPENSARY,80904.0,Med,Colorado Springs,2021,2022,2,12
THE DISPENSARY,80909.0,Med,Colorado Springs,2019,2021,12,7
THE DISPENSARY,80918.0,Med,Colorado Springs,2021,2022,8,8
THE DISPENSARY,81224.0,Rec,Crested Butte,2019,2022,11,10
THE DISPENSARY,81601.0,Rec,Glenwood Springs,2021,2022,4,3
THE DISPENSARY ,80120.0,Rec,Littleton,2022,2022,1,12
THE DISPENSARY ,80211.0,Rec,Denver,2021,2021,4,12
THE DISPENSARY GLENWOOD SPRINGS,81601.0,Rec,Glenwood Springs,2020,2021,2,3
THE DISPO,81007.0,"Med, Rec",Pueblo West,2018,2022,4,8
THE DOOBIE SISTERS,81321.0,Rec,Cortez,2016,2021,9,2
THE EPIC REMEDY,80907.0,Med,Colorado Springs,2018,2018,6,6
THE ER,80907.0,Med,Colorado Springs,2017,2022,9,7
THE ER,80910.0,Med,Colorado Springs,2016,2022,12,11
THE ER,80917.0,Med,Colorado Springs,2015,2022,12,7
THE ER,80936.0,Med,Colorado Springs,2015,2016,12,4
THE FARM,80301.0,"Med, Rec",Boulder,2014,2022,12,2
THE FARM EXPRESS,80303.0,Rec,Boulder,2020,2021,7,10
THE FARM MARIJUANA DISPENSARY BOULDER,80301.0,Rec,Boulder,2022,2022,3,12
THE FARM MARIJUANA DISPENSARY BOULDER,80303.0,Rec,Boulder,2021,2022,11,7
THE FARMERS MARKET,80223.0,Rec,Denver,2017,2020,9,12
THE FARMERS MARKET,80231.0,Rec,Denver,2021,2022,1,12
THE FIRE PLACE,80110.0,Rec,Sheridan,2018,2019,8,3
THE GENETIC LOCKER INC,80303.0,Med,Boulder,2014,2015,12,11
THE GIVING TREE OF DENVER,80211.0,"Med, Rec",Denver,2014,2022,12,11
THE GOLDEN GOAT,80220.0,Med,Denver,2014,2014,8,6
THE GOOD SEED,81147.0,Rec,Pagosa Springs,2016,2017,9,1
THE GRASS STATION,80207.0,"Med, Rec",Denver,2015,2017,12,3
THE GRASS STATION,80216.0,Rec,Denver,2014,2017,12,3
THE GREEN CURE,80521.0,Med,Fort Collins,2014,2014,1,1
THE GREEN DEPOT,80210.0,"Med, Rec",Denver,2014,2022,12,12
THE GREEN DEPOT,80216.0,"Med, Rec",Denver,2015,2020,12,8
THE GREEN HOUSE,81147.0,Rec,Pagosa Springs,2016,2022,9,12
THE GREEN HOUSE DURANGO,81301.0,Rec,Durango,2019,2022,8,9
THE GREEN HOUSE INC,80905.0,Med,Colorado Springs,2014,2022,12,11
THE GREEN JOINT,81601.0,Rec,Glenwood Springs,2014,2022,12,12
THE GREEN JOINT,81611.0,Rec,Aspen,2018,2022,8,6
THE GREEN JOINT,81635.0,Rec,Parachute,2015,2022,12,12
THE GREEN JOINT,81650.0,"Med, Rec",Rifle,2017,2022,9,12
THE GREEN ROOM,80027.0,Rec,Louisville,2019,2020,2,1
THE GREEN ROOM,80304.0,"Med, Rec",Boulder,2014,2019,2,2
THE GREEN ROOM,80501.0,Rec,Longmont,2018,2019,4,1
THE GREEN SCIENCE DISPENSARY INC,80022.0,"Med, Rec",Commerce City,2017,2017,9,9
THE GREEN SOLUTION,80010.0,Rec,Aurora,2014,2022,12,11
THE GREEN SOLUTION,80011.0,Rec,Aurora,2014,2022,12,11
THE GREEN SOLUTION,80012.0,Rec,Aurora,2014,2022,12,11
THE GREEN SOLUTION,80014.0,Rec,Aurora,2014,2022,12,11
THE GREEN SOLUTION,80015.0,Rec,Aurora,2017,2022,9,11
THE GREEN SOLUTION,80110.0,Rec,Sheridan,2018,2022,4,11
THE GREEN SOLUTION,80120.0,Med,Littleton,2014,2018,12,1
THE GREEN SOLUTION,80202.0,"Med, Rec",Denver,2016,2022,9,11
THE GREEN SOLUTION,80214.0,"Med, Rec",Edgewater,2014,2022,12,11
THE GREEN SOLUTION,80216.0,"Med, Rec",Denver,2014,2022,12,11
THE GREEN SOLUTION,80219.0,"Med, Rec",Denver,2014,2022,12,11
THE GREEN SOLUTION,80221.0,Rec,Denver,2015,2022,12,11
THE GREEN SOLUTION,80226.0,Med,Lakewood,2014,2017,12,5
THE GREEN SOLUTION,80229.0,Rec,Denver,2017,2017,3,3
THE GREEN SOLUTION,80233.0,"Med, Rec",Northglenn,2014,2022,12,11
THE GREEN SOLUTION,80246.0,Rec,Glendale,2017,2022,9,11
THE GREEN SOLUTION,80260.0,Rec,Denver,2017,2017,3,3
THE GREEN SOLUTION,80422.0,Rec,Black Hawk,2019,2022,9,11
THE GREEN SOLUTION,80476.0,"Med, Rec",Silver Plume,2014,2022,12,11
THE GREEN SOLUTION,80501.0,Rec,Longmont,2018,2022,4,7
THE GREEN SOLUTION,80524.0,"Med, Rec",Fort Collins,2016,2022,11,11
THE GREEN SOLUTION,81004.0,Rec,Pueblo,2017,2022,9,11
THE GREEN SOLUTION,81082.0,Rec,Trinidad,2016,2022,9,11
THE GREEN SOLUTION,81601.0,Rec,Glenwood Springs,2018,2022,4,11
THE GREEN SOLUTION,81611.0,Rec,Aspen,2018,2022,12,11
"THE GREEN SOLUTION,",80219.0,Rec,Denver,2014,2014,8,1
THE GREEN SOURCE,80905.0,Med,Colorado Springs,2018,2022,8,7
THE GREEN SOURCE,80907.0,Med,Colorado Springs,2018,2022,8,7
THE GREEN SOURCE,80909.0,Med,Colorado Springs,2018,2022,8,12
THE GREEN SOURCE,81007.0,Med,Pueblo West,2018,2022,8,12
THE GREEN STOP,80705.0,"Med, Rec",Log Lane Village,2015,2022,12,5
THE GREENER SIDE CAREGIVING AND WELLNESS,81004.0,"Med, Rec",Pueblo,2014,2015,12,4
THE GREENERSIDE WEST,81007.0,"Med, Rec",Pueblo West,2014,2015,12,4
"THE GREENERSIDE WEST,",81007.0,Rec,Pueblo West,2014,2014,3,2
THE GREENERY,81303.0,Rec,Durango,2015,2022,12,12
THE GREENEST GREEN,80303.0,"Med, Rec",Boulder,2014,2016,8,1
THE GROVE,80219.0,"Med, Rec",Denver,2014,2018,7,1
THE GROWING KITCHEN,80303.0,Rec,Boulder,2016,2019,9,5
THE HAPPY CAMPER CANNABIS COMPANY,80421.0,Rec,Bailey,2014,2022,12,12
THE HAPPY CAMPER CANNABIS COMPANY,81526.0,Rec,Palisade,2018,2022,4,12
THE HARVEST,80487.0,Rec,Steamboat Springs,2017,2017,11,11
THE HAVEN,80204.0,"Rec, Med",Denver,2014,2018,12,1
THE HEALING CANNA,80905.0,Med,Colorado Springs,2018,2022,4,11
THE HEALING CANNA,80909.0,Med,Colorado Springs,2014,2022,12,11
THE HEALING CENTER OF COLORADO,80220.0,"Med, Rec",Denver,2014,2015,12,4
THE HEALING TREE,80216.0,Rec,Denver,2021,2022,3,12
THE HEALTH CENTER,80210.0,Med,Denver,2016,2017,9,5
THE HEALTH CENTER,80218.0,"Med, Rec",Denver,2014,2022,12,12
THE HEALTH CENTER,80222.0,"Med, Rec",Denver,2014,2022,12,12
THE HEALTH CENTER,80302.0,Rec,Boulder,2018,2022,8,12
THE HEALTHY CONNECTIONS,80904.0,Med,Colorado Springs,2014,2014,12,6
THE HEMP CENTER,80120.0,Med,Littleton,2014,2021,12,1
THE HEMP CENTER COLORADO SPRINGS,80904.0,Med,Colorado Springs,2014,2021,12,1
THE HERB SHOPPE,80904.0,Med,Colorado Springs,2014,2022,12,8
THE HERBAL ALTERNATIVE,81321.0,"Med, Rec",Cortez,2014,2022,12,12
THE HERBAL CENTER,80210.0,"Med, Rec",Denver,2014,2022,12,7
THE HERBAL CENTER,80239.0,"Rec, Med",Denver,2015,2022,12,12
"THE HERBAL CENTER,",80210.0,"Med, Rec",Denver,2014,2014,3,1
THE HERBAL CURE,80209.0,"Med, Rec",Denver,2014,2022,12,11
THE HIGH COUNTRY CANNABIS COMPANY,80420.0,Rec,Alma,2014,2015,12,3
THE HIGHWAY,80436.0,"Med, Rec",Dumont,2014,2018,12,5
THE HOMESTEAD,81301.0,Rec,Durango,2019,2021,10,2
THE HONEY CELLAR,80303.0,Rec,Boulder,2016,2019,9,3
THE JOINT BY CANNABIS,80212.0,"Med, Rec",Denver,2016,2022,9,7
THE JOINT BY CANNABIS,80218.0,Rec,Denver,2022,2022,7,12
THE KIND CASTLE,80022.0,Rec,Commerce City,2020,2022,10,12
THE KIND CASTLE,80421.0,Rec,Bailey,2020,2021,3,1
THE KIND CASTLE,80466.0,Rec,Nederland,2020,2020,3,8
THE KIND CASTLE,81403.0,Rec,Montrose,2020,2021,12,7
THE KIND CASTLE,81432.0,Rec,Ridgway,2021,2022,10,12
THE KIND CASTLE,81433.0,Rec,Silverton,2021,2022,8,11
THE KIND CASTLE,81601.0,Rec,Glenwood Springs,2015,2020,12,8
THE KIND CASTLE,81625.0,Rec,Craig,2020,2022,3,7
THE KIND CASTLE,81635.0,Rec,Parachute,2015,2022,12,12
THE KIND CASTLE,81652.0,Rec,Silt,2020,2020,4,11
THE KIND CASTLE ,80466.0,Rec,Nederland,2020,2022,9,12
THE KIND CASTLE ,81601.0,Rec,Glenwood Springs,2020,2021,9,7
THE KIND CASTLE ,81625.0,Rec,Craig,2020,2022,9,12
THE KIND CASTLE MARIJUANA SUPERSTORE,81230.0,Rec,Gunnison,2020,2022,12,12
THE KIND ROOM,80210.0,"Med, Rec",Denver,2014,2022,12,12
THE KINE MINE,80452.0,"Med, Rec",Idaho Springs,2014,2016,12,4
THE LEAF,81008.0,Rec,Pueblo,2017,2018,9,5
THE LODGE,80205.0,"Med, Rec",Denver,2017,2022,11,12
THE LODGE,80219.0,Rec,Denver,2017,2022,11,12
THE LODGE,80222.0,"Med, Rec",Denver,2022,2022,2,12
THE LUX LEAF,80904.0,Med,Colorado Springs,2015,2022,12,9
THE MEDICINE MAN,81321.0,"Med, Rec",Cortez,2014,2019,12,5
THE MESA,81007.0,Med,Pueblo West,2014,2015,12,11
THE ORGANIC SEED,80909.0,Med,Colorado Springs,2014,2015,12,8
THE ORIGINAL LEAF,81611.0,"Med, Rec",Aspen,2015,2019,12,5
THE ORIGINAL LEAF,81623.0,Rec,Carbondale,2017,2017,7,7
THE OTHER PLACE IS GREENER,81082.0,Rec,Trinidad,2017,2022,9,12
THE PEACEFUL CHOICE,80303.0,"Med, Rec",Boulder,2014,2022,12,12
THE PEACEFUL CHOICE,803031546.0,Med,Boulder,2017,2017,9,9
THE POT SHOP,81230.0,Rec,Gunnison,2016,2017,9,5
THE POT SHOP,81248.0,Rec,Sargents,2014,2015,12,11
THE PURPLE DRAGON,80211.0,"Med, Rec",Denver,2014,2022,12,1
"THE PURPLE DRAGON,",80211.0,"Med, Rec",Denver,2014,2014,3,1
THE RANGE,81650.0,Med,Rifle,2016,2018,10,1
THE RELEAF CENTER,80211.0,Med,Denver,2014,2015,12,4
THE RELEAF CENTER,80221.0,Med,Denver,2014,2014,1,1
THE REPUBLIC,80303.0,Rec,Boulder,2019,2022,10,12
THE RIDGE,80033.0,Med,Wheat Ridge,2014,2018,12,1
THE SACRED BLEND,81143.0,Rec,Moffat,2021,2022,6,7
THE SANCTUARY,80216.0,"Rec, Med",Denver,2014,2018,12,1
THE SANCTUARY WELLNESS CENTER,80216.0,Med,Denver,2014,2016,12,4
THE SECRET STASH,80904.0,Med,Colorado Springs,2014,2021,12,10
THE SHELTER,80216.0,"Med, Rec",Denver,2014,2018,12,1
THE SHOP,81328.0,Rec,Mancos,2014,2015,12,8
THE SLAB LAB,80207.0,Med,Denver,2016,2017,9,1
THE SNOWMASS DISPENSARY,81615.0,Rec,Snowmass Village,2021,2022,12,11
THE SPOT,81007.0,"Med, Rec",Pueblo West,2014,2022,12,12
THE SPOT,81082.0,Rec,Trinidad,2015,2022,12,12
THE SPOT 420,81008.0,Rec,Pueblo,2017,2022,9,12
THE SPRING,80452.0,Rec,Idaho Springs,2014,2018,12,1
THE STASH BY OHM GRO,81230.0,Rec,Gunnison,2020,2020,11,11
THE STATION,80301.0,"Rec, Med",Boulder,2014,2019,12,5
THE STATION,80302.0,Med,Boulder,2014,2014,8,6
THE STATION,81067.0,Med,Rocky Ford,2018,2022,8,9
THE STATION,81621.0,"Med, Rec",Basalt,2018,2019,12,8
THE STONE,80219.0,"Med, Rec",Denver,2020,2022,11,11
THE STONE DISPENSARY,80219.0,"Med, Rec",Denver,2014,2020,12,10
THE TEA POT,80211.0,Med,Denver,2017,2019,9,7
THE TREE HOUSE,80907.0,Med,Colorado Springs,2014,2014,8,9
THE TREE HOUSE,80908.0,Med,Colorado Springs,2014,2014,7,6
THE TREE LINE,80435.0,Rec,Keystone,2021,2021,1,12
THE TREEHOUSE,80907.0,Med,Colorado Springs,2014,2022,12,12
THE TUMBLEWEED DISPENSARY,81635.0,Rec,Parachute,2015,2022,12,10
THE UNDERGROUND STATION,81082.0,Rec,Trinidad,2017,2022,9,11
THE VILLAGE GREEN SOCIETY,80302.0,"Med, Rec",Boulder,2014,2022,3,8
THE WELLNESS SHOP,80222.0,"Med, Rec",Denver,2014,2014,1,1
THIRD DAY,80918.0,Med,Colorado Springs,2018,2022,8,10
THIRD DAY APOTHECARY,80918.0,Med,Colorado Springs,2014,2014,8,6
THIRD DAY APOTHECARY MC,80918.0,Med,Colorado Springs,2014,2018,12,5
"THIRD DAY APOTHECARY MC,",80918.0,Med,Colorado Springs,2014,2014,3,1
THREE EYED JACK,80110.0,Rec,Sheridan,2018,2018,4,9
THREE RIVERS DISPENSARY,81006.0,"Med, Rec",Pueblo,2017,2022,9,12
THREE RIVERS DISPENSARY,81007.0,Rec,Pueblo West,2017,2022,9,12
THREE RIVERS MEDICAL EXPRESS,81007.0,Med,Pueblo West,2017,2018,9,3
THREE RIVERS ORGANICS,81006.0,"Med, Rec",Pueblo,2015,2017,12,5
TIMBERLINE HERBAL CLINIC AND WELLNESS CENTER,80216.0,"Med, Rec",Denver,2014,2020,12,12
"TIMBERLINE HERBAL CLINIC AND WELLNESS CENTER,",80216.0,"Med, Rec",Denver,2014,2014,3,1
TIPSY TWIGS,81413.0,Rec,Cedaredge,2021,2022,9,8
TMED,80010.0,Rec,Aurora,2014,2014,2,2
TMED,80205.0,"Med, Rec",Denver,2014,2014,4,1
TMED,80207.0,Med,Denver,2014,2014,12,6
TODAYS HEALTH CARE,80907.0,Med,Colorado Springs,2014,2018,4,5
TODAYS HEALTH CARE,81007.0,Med,Pueblo West,2014,2018,12,5
TODAYS HEALTH CARE II,80905.0,Med,Colorado Springs,2014,2018,12,5
TODAYS HEALTH CARE II,80909.0,Med,Colorado Springs,2014,2018,8,5
TOKIN,80239.0,"Med, Rec",Denver,2018,2020,8,6
TOKIN TIPI,81635.0,Rec,Parachute,2018,2021,12,7
TOP SHELF,80209.0,"Med, Rec",Denver,2016,2022,9,12
TOTAL GREEN,80910.0,Med,Colorado Springs,2016,2022,9,12
TREE LINE PREMIER,81620.0,Med,Avon,2014,2015,12,11
TREE OF WELLNESS,80907.0,Med,Colorado Springs,2014,2019,4,3
TREE OF WELLNESS II,80903.0,Med,Colorado Springs,2015,2016,12,1
TREE OF WELLNESS INC,80907.0,Med,Colorado Springs,2014,2015,12,10
TREES,80110.0,"Med, Rec",Englewood,2015,2022,12,12
TREES COLORADO,80110.0,Rec,Englewood,2021,2022,10,4
TRENCHTOWN,80214.0,"Med, Rec",Denver,2014,2022,12,12
TREY BAG,80239.0,Med,Denver,2014,2014,8,6
TREYBAG,80239.0,Med,Denver,2014,2014,12,9
TRI CANNA,81082.0,Rec,Trinidad,2016,2019,9,3
TRICHOME HEALTH CONSULTANTS,80903.0,Med,Colorado Springs,2017,2022,9,12
TRICHOME HEALTH CONSULTANTS,80904.0,Med,Colorado Springs,2014,2022,12,12
TRILL ALTERNATIVES,80302.0,"Med, Rec",Boulder,2014,2021,8,1
TRILL EVOLUTIONS,80239.0,"Med, Rec",Denver,2015,2021,12,1
TRILL THERAPEUTICS,80302.0,Med,Boulder,2014,2014,10,9
TRINIDAD GARDENS,81082.0,"Med, Rec",Trinidad,2021,2022,8,12
TRINIDAD HARVESTING COMPANY,81082.0,"Med, Rec",Trinidad,2016,2019,11,8
TRINIDAD LEAF,81082.0,Med,Trinidad,2014,2015,12,4
TRINIDADS HIGHER CALLING U,81082.0,"Med, Rec",Trinidad,2014,2022,12,11
TRU CANNABIS,80204.0,"Med, Rec",Denver,2015,2016,12,4
TRU CANNABIS AURORA,80011.0,Rec,Aurora,2015,2017,12,1
TRU CANNABIS AURORA,80111.0,Rec,Englewood,2015,2015,5,8
TRU CANNABIS BERKELEY,80212.0,"Med, Rec",Denver,2015,2017,12,1
TRU CANNABIS COLFAX,80220.0,"Med, Rec",Denver,2015,2017,12,1
TRU CANNABIS MILE HIGH,80204.0,"Med, Rec",Denver,2015,2016,5,8
TRU CANNABIS OFF HAVANA,80239.0,"Med, Rec",Denver,2015,2016,12,2
TRUE EARTH MEDICINE,81321.0,Med,Cortez,2014,2014,8,6
TUMBLEWEED,80239.0,"Med, Rec",Denver,2014,2020,12,11
TUMBLEWEED,80503.0,Rec,Longmont,2015,2016,12,4
TUMBLEWEED,80540.0,"Rec, Med",Lyons,2016,2020,9,11
TUMBLEWEED CARBONDALE,81623.0,Rec,Carbondale,2017,2022,9,7
TUMBLEWEED CRAIG,81625.0,"Med, Rec",Craig,2020,2022,7,11
TUMBLEWEED DE BEQUE,81630.0,Rec,De Beque,2017,2020,11,8
TUMBLEWEED DE BEQUE ,81630.0,Rec,De Beque,2020,2022,9,12
TUMBLEWEED DISPENSARY EDWARDS,81632.0,"Med, Rec",Edwards,2016,2022,10,8
TUMBLEWEED EAGLE,81631.0,Rec,Eagle,2020,2022,6,11
TUMBLEWEED EXPRESS,81635.0,Rec,Parachute,2016,2021,9,1
TUMBLEWEED FRISCO,80443.0,Rec,Frisco,2017,2022,9,12
TUMBLEWEED MEDICAL MILE,81620.0,Med,Avon,2017,2020,9,6
TUMBLEWEEK DISPENSARY EDWARDS ,81632.0,Rec,Edwards,2016,2016,8,8
TWEED LEAF,80918.0,Med,Colorado Springs,2017,2018,9,9
TWEEDLEAF,80205.0,"Med, Rec",Denver,2021,2022,2,12
TWEEDLEAF,80210.0,Rec,Denver,2021,2022,7,12
TWEEDLEAF,80221.0,Rec,Denver,2019,2022,4,12
TWEEDLEAF,80223.0,"Med, Rec",Denver,2021,2022,2,12
TWEEDLEAF,80303.0,"Med, Rec",Boulder,2021,2022,1,12
TWEEDLEAF,80427.0,Rec,Central City,2021,2022,4,12
TWEEDLEAF,80904.0,Med,Colorado Springs,2016,2022,9,12
TWEEDLEAF,80905.0,Med,Colorado Springs,2021,2022,1,12
TWEEDLEAF,80918.0,Med,Colorado Springs,2018,2022,12,12
TWEEDLEAF,81082.0,"Rec, Med",Trinidad,2018,2022,12,12
TWIN PEAKS DISPENSARY,80501.0,"Med, Rec",Longmont,2018,2022,4,12
TWOG-WALNUT,80205.0,Med,Denver,2017,2018,11,5
Terps,80907.0,Med,Colorado Springs,2022,2022,11,12
Terrapin Care Station,80010.0,Rec,Aurora,2022,2022,12,12
Terrapin Care Station,80012.0,Rec,Aurora,2022,2022,12,12
Terrapin Care Station,80303.0,Rec,Boulder,2022,2022,7,12
The 64 Store,80905.0,Med,Colorado Springs,2022,2022,7,12
The Apotheke,80916.0,Med,Colorado Springs,2022,2022,9,12
The Cannabis Depot Boulder,80301.0,Rec,Boulder,2022,2022,9,12
The Center,80224.0,Med,Denver,2022,2022,11,12
The Chronic Boutique,80903.0,Med,Colorado Springs,2022,2022,11,12
The Chronic Boutique,80904.0,Med,Colorado Springs,2022,2022,11,12
The Chronic Boutique,80909.0,Med,Colorado Springs,2022,2022,11,12
The Chronic Factory,80223.0,Med,Denver,2022,2022,11,12
The Clinic on Jewel,80228.0,Med,Lakewood,2014,2014,8,6
The Clinic on Wadsworth,80235.0,"Med, Rec",Lakewood,2014,2022,4,9
The Cultured Cannabis Co,81328.0,Rec,Mancos,2022,2022,7,12
The Dab by Silverpeak,81601.0,Rec,Glenwood Springs,2022,2022,10,12
The Dab by Silverpeak - Downtown,80205.0,Rec,Denver,2022,2022,11,12
The Dispensary,80918.0,Med,Colorado Springs,2022,2022,11,12
The Dispensary,81224.0,Rec,Crested Butte,2022,2022,11,12
The Dispo,81007.0,"Rec, Med",Pueblo West,2022,2022,7,12
The ER,80907.0,Med,Colorado Springs,2022,2022,11,12
The ER,80910.0,Med,Colorado Springs,2022,2022,12,12
The ER,80917.0,Med,Colorado Springs,2022,2022,11,12
The Grass Station,80207.0,"Med, Rec",Denver,2015,2015,3,4
The Green House Durango,81301.0,Rec,Durango,2022,2022,10,12
The Green House Silverton,81433.0,Rec,Silverton,2022,2022,7,12
The Green Joint,81611.0,Rec,Aspen,2022,2022,7,12
The Green Joint,81650.0,Med,Rifle,2016,2022,12,12
The Green Source,80905.0,Med,Colorado Springs,2022,2022,8,12
The Green Source,80907.0,Med,Colorado Springs,2022,2022,8,12
The Green Source,80909.0,Med,Colorado Springs,2022,2022,12,12
The Herb Shoppe,80904.0,Med,Colorado Springs,2022,2022,11,12
The Herbal Center,80210.0,"Rec, Med",Denver,2022,2022,8,12
The Herbal Center,80239.0,Med,Denver,2022,2022,11,12
The Highway,80436.0,Rec,Dumont,2016,2016,4,4
The Homestead,81301.0,Rec,Durango,2021,2022,12,12
The Jive Hyve,81063.0,Rec,Ordway,2022,2022,11,12
The Joint by Cannabis,80212.0,Rec,Denver,2022,2022,8,12
The Kind Room,80210.0,Med,Denver,2014,2022,4,12
The Lux Leaf,80904.0,Med,Colorado Springs,2022,2022,11,12
The Peaceful Choice,80303.0,Rec,Boulder,2022,2022,5,12
The Reserve,80206.0,Med,Denver,2014,2014,1,1
The Ridge,80033.0,Med,Wheat Ridge,2014,2014,7,6
The Sacred Blend,81143.0,Rec,Moffat,2022,2022,8,12
The Snowmass Dispensary,81615.0,Rec,Snowmass Village,2022,2022,12,12
The Space Station,80501.0,Rec,Longmont,2022,2022,8,12
The Station,81067.0,Med,Rocky Ford,2022,2022,11,12
The Station,81601.0,"Med, Rec",Glenwood Springs,2018,2019,12,11
The Stone,80219.0,"Med, Rec",Denver,2022,2022,12,12
The Tumbleweed Dispensary,81635.0,Rec,Parachute,2022,2022,11,12
The Village Green Society,80302.0,Rec,Boulder,2022,2022,9,12
Three Rivers Dispensary,81006.0,Med,Pueblo,2022,2022,12,12
Trees,80219.0,Rec,Denver,2022,2022,12,12
Trenchtown,80214.0,Rec,Denver,2022,2022,10,12
Trinidad Gardens,81082.0,Med,Trinidad,2022,2022,11,12
Tumbleweed Carbondale,81623.0,Rec,Carbondale,2022,2022,8,12
Tumbleweed Dispensary Edwards,81632.0,"Med, Rec",Edwards,2016,2022,9,12
TweedLeaf,80904.0,Med,Colorado Springs,2016,2016,6,7
UNIQUE CULTIVATIONS,80022.0,Rec,Commerce City,2021,2022,5,11
UNITY RD,80216.0,Rec,Denver,2022,2022,4,10
UNITY RD. CANNABIS SHOP,80302.0,"Med, Rec",Boulder,2022,2022,6,9
UNITY ROAD,80204.0,Rec,Denver,2020,2020,2,6
UNITY ROAD,80209.0,Rec,Denver,2022,2022,5,12
UNITY ROAD,80224.0,Rec,Denver,2020,2020,2,6
UNITY ROAD,80302.0,"Med, Rec",Boulder,2021,2022,2,5
UNIVERSAL HERBS,80205.0,"Med, Rec",Denver,2014,2021,12,1
UNIVERSAL HERBS,80223.0,"Med, Rec",Denver,2016,2021,9,1
URABAN DISPENSARY,80211.0,Rec,Denver,2015,2015,7,7
URBA,80205.0,"Rec, Med",Denver,2014,2015,12,8
URBA,80211.0,Rec,Denver,2014,2015,12,8
URBA CRESTED BUTTE,81224.0,Rec,Crested Butte,2015,2018,12,3
URBAN CANNABIS,80210.0,Med,Denver,2014,2014,12,6
URBAN DISPENSARY,80211.0,"Med, Rec",Denver,2014,2022,12,6
Unique Cultivations,80022.0,Rec,Commerce City,2022,2022,5,7
Unity  Rd,80216.0,Rec,Denver,2022,2022,11,12
Unity RD. Cannabis Shop,80302.0,"Rec, Med",Boulder,2022,2022,10,12
VAIL BUDZ,81620.0,Rec,Avon,2015,2016,12,1
VALLEY HIGH,81428.0,Rec,Paonia,2021,2022,9,11
VALLEY MEDS,81006.0,"Med, Rec",Pueblo,2015,2019,12,9
VALLEY MEDS,81101.0,Med,Alamosa,2014,2015,12,8
VERDE,80220.0,"Med, Rec",Denver,2014,2015,12,3
VERDE NATURAL,80220.0,"Med, Rec",Denver,2016,2022,9,12
VERDE NATURAL,80302.0,Rec,Boulder,2017,2022,9,12
VERDE Natural,80220.0,Rec,Denver,2022,2022,9,12
VERTICAL,80521.0,"Med, Rec",Fort Collins,2014,2022,12,12
VERTICAL INVESTMENT GROUP,80232.0,Med,Lakewood,2018,2018,4,5
VERY BEST MEDICINE,80224.0,Med,Denver,2014,2014,7,6
"VERY BEST MEDICINE,",80224.0,Med,Denver,2014,2014,3,1
VIBES,80110.0,Rec,Sheridan,2018,2019,12,2
VILLA GROW,81155.0,Rec,Villa Grove,2017,2018,9,3
VILLAGE GREEN SOCIETY,80302.0,Rec,Boulder,2014,2018,12,9
VIRTUAL MARKETING,81212.0,Med,Canon City,2015,2015,5,4
VITAL CANNABIS,80916.0,Med,Colorado Springs,2021,2022,12,10
Verde Natural,80220.0,Med,Denver,2015,2016,12,1
Vertical,80521.0,Med,Fort Collins,2022,2022,11,12
Vital Cannabis,80916.0,Med,Colorado Springs,2022,2022,11,12
WALKING RAVEN,80210.0,"Med, Rec",Denver,2014,2019,12,8
WALKING RAVEN II,80210.0,"Med, Rec",Denver,2015,2016,12,4
"WALKING RAVEN,",80210.0,"Med, Rec",Denver,2014,2014,1,1
WCR,80224.0,"Med, Rec",Denver,2020,2021,8,2
WEEDIRECT  MORRISON,80219.0,Med,Denver,2016,2016,5,4
WEISS & COMPANY,80216.0,Med,Denver,2017,2020,11,8
WELLNESS CENTER OF DENVER,80247.0,"Med, Rec",Denver,2014,2016,12,4
WELLNESS CENTER OF THE ROCKIES INC,80222.0,"Med, Rec",Commerce City,2016,2016,5,4
WELLNESS CENTER OF THE ROCKIES INC,80224.0,"Med, Rec",Denver,2014,2020,12,7
WELLSPRING COLLECTIVE,80210.0,"Med, Rec",Denver,2014,2018,12,11
